date,startup,vertical,subvertical,city,investors,round,amount,Remarks,month
2015-09-07,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,549.6,Late Stage,9.0
2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,16.488,Series A,9.0
2015-09-08,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,3.664,,9.0
2015-09-08,ReportBee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Funding,0.0,,9.0
2015-09-08,GuruG Learning,Teacher empowerment platform,,Bangalore,India Educational Investment Fund,Seed Funding,0.0,,9.0
2015-09-10,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,7.0532,Series A,9.0
2015-09-10,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,84.272,Series B,9.0
2015-09-10,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,2.8854,,9.0
2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,0.916,,9.0
2015-09-11,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,0.0,,9.0
2015-09-11,Zapyle,pre-used apparel shopping mobile app,,Bangalore,undisclosed,Seed Funding,9.16,,9.0
2015-09-11,Renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,Subodh Gupta,Seed Funding,0.0,,9.0
2015-09-12,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,137.4,Series A,9.0
2015-09-12,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,0.0,Series A,9.0
2015-08-01,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4580.0,Late Stage Round 7th (More details),8.0
2015-08-01,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,3.664,,8.0
2015-08-03,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Funding,0.0,,8.0
2015-08-03,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,45.8,Series A,8.0
2015-08-03,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,0.0,,8.0
2015-08-03,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,0.0,,8.0
2015-08-03,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,916.0,Series B,8.0
2015-08-03,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Funding,0.0,,8.0
2015-08-03,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,87.936,Series B,8.0
2015-08-04,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,11.908,Series A,8.0
2015-08-05,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,5.954,,8.0
2015-08-05,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,11.908,,8.0
2015-08-05,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,274.8,Series A,8.0
2015-08-05,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,27.48,Series A,8.0
2015-08-05,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4.58,,8.0
2015-08-05,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,0.0,,8.0
2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,7.1906,,8.0
2015-08-06,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Seed Funding,0.0,,8.0
2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4.58,pre Series-A,8.0
2015-08-06,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,824.3999999999999,Series C,8.0
2015-08-06,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,0.0,,8.0
2015-08-06,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,0.0,,8.0
2015-08-06,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,6.411999999999999,,8.0
2015-08-06,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,229.0,Series C,8.0
2015-08-06,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,0.0,Series A,8.0
2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,5.7708,,8.0
2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.58,Pre-Series A,8.0
2015-08-07,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,0.0,Series A,8.0
2015-08-07,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,0.0,,8.0
2015-08-07,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Seed Funding,0.0,,8.0
2015-08-10,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,4.58,Pre Series-A,8.0
2015-08-10,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.7328,,8.0
2015-08-10,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,0.0,,8.0
2015-08-10,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,2.29,QPrize Contest Winners,8.0
2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,146.56,Series A,8.0
2015-08-10,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,2.29,,8.0
2015-08-10,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,9.16,Series A,8.0
2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,274.8,Series B,8.0
2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,73.28,Series A,8.0
2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,14.656,,8.0
2015-08-11,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,0.916,,8.0
2015-08-11,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,183.2,Series A,8.0
2015-08-11,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,577.08,,8.0
2015-08-12,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,68.7,Series B,8.0
2015-08-12,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,458.0,Series C,8.0
2015-08-12,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,7.0532,,8.0
2015-08-12,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,22.9,Series A,8.0
2015-07-01,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,0.0,,7.0
2015-07-01,Retigence Technologies,Business IT Intelligence Services,,Mumbai,Omnivore Partners,Private Equity,0.0,Series A,7.0
2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,9.16,,7.0
2015-07-01,iDreamCareer,Ed-Tech Platform,,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,0.0,,7.0
2015-07-01,Ola Cabs,Cab rental Mobile app,,Bangalore,Ratan Tata,Private Equity,0.0,Personal Investment,7.0
2015-07-01,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,123.66,Series A,7.0
2015-07-02,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,549.6,Series C\\n(More here),7.0
2015-07-02,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,45.8,Series A,7.0
2015-07-02,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,1.47476,,7.0
2015-07-03,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,59.54,Series A,7.0
2015-07-03,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay Shekhar Sharma,Private Equity,0.0,Pre-Series A,7.0
2015-07-03,Gingercrush,Custom Merchandize platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,9.16,,7.0
2015-07-04,Elanic,P2P Pre-owned goods marketplace,,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,0.0,,7.0
2015-07-04,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,3.6182,,7.0
2015-07-05,Urban Tailor,Online Tailoring Services,,Bangalore,Group of angel investors,Seed Funding,0.0,,7.0
2015-07-06,ConfirmtTkt,Rail Ticket Confirmation predictor,,Bangalore,Pravin Agarwala & others,Seed Funding,0.0,,7.0
2015-07-06,Paper Boat,Ethnic Beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,274.8,Series B,7.0
2015-07-06,getNow,Hyperlocal Goods marketplace,,Nagpur,Atulya Mittal,Seed Funding,0.0,,7.0
2015-07-07,Wudstay,Budget Accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,27.48,Series A,7.0
2015-07-07,Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Equity,45.8,Series A,7.0
2015-07-07,Eatlo,Food Delivery platform,,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,0.0,,7.0
2015-07-07,IndiaLends,Financial Tech,,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,0.0,Pre-Series A,7.0
2015-07-08,Quinto,Food Discovery App,,Pune,Jaydeep Barman,Seed Funding,0.0,,7.0
2015-07-08,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,916.0,Series C,7.0
2015-07-08,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,100.75999999999999,Series A,7.0
2015-07-08,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,274.8,Series C,7.0
2015-07-08,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,0.1832,,7.0
2015-07-08,Ampere,Electric Scooter manufacturer,,Coimbatore,Ratan Tata,Seed Funding,0.0,,7.0
2015-07-08,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,4.3052,Strategic Investment,7.0
2015-07-08,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,68.7,Series B,7.0
2015-07-08,Lendingkart,Online Finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,91.6,Series A,7.0
2015-07-08,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,93.432,Series A,7.0
2015-07-08,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,100.75999999999999,Series B,7.0
2015-06-01,Vyomo,Beauty and Wellness Platform,,New Delhi,Aprameya Radhakrishna,Seed Funding,0.0,,6.0
2015-06-01,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,54.96,Series B,6.0
2015-06-01,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,4.58,,6.0
2015-06-01,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,36.64,Series C,6.0
2015-06-01,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Seed Funding,3.2059999999999995,,6.0
2015-06-01,CredR,Used two-wheeler Marketplace,,Mumbai,GrowthStory,Seed Funding,0.0,,6.0
2015-06-01,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,9.16,Pre-Series A,6.0
2015-06-01,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,5.038,,6.0
2015-06-01,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,4.58,,6.0
2015-06-02,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Equity,320.6,Series A,6.0
2015-06-02,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Seed Funding,3.2059999999999995,,6.0
2015-06-02,Karma Healthcare,Tech-enabled Rural Healthcare Services,,Udaipur,Ennovent Impact Investment Holding,Private Equity,0.0,Series A,6.0
2015-06-03,Entropy Innovations,Engineering Innovations,,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,0.0,,6.0
2015-06-03,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,27.48,Series A,6.0
2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Seed Funding,0.916,,6.0
2015-06-03,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Equity,137.4,Series B,6.0
2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,1.374,,6.0
2015-06-03,MyPoolin,P2P Payments platform,,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,0.0,,6.0
2015-06-03,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,2.29,,6.0
2015-06-03,KAARYAH,Women Lifestyle Marketplace,,Gurgaon,Ratan Tata,Seed Funding,0.0,,6.0
2015-06-04,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,1254.92,Series C,6.0
2015-06-04,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Equity,9.16,Pre-Series A,6.0
2015-06-04,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,183.2,Series C,6.0
2015-06-04,Flipkart,eCommerce platform,,Bangalore,Morgan Stanley,Private Equity,458.0,Late Stage,6.0
2015-06-05,kWatt Solutions,Renewable energy solutions,,Mumbai,undisclosed,Seed Funding,4.58,,6.0
2015-06-05,Medwell Ventures,Healthcare\\nService provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,91.6,Series A,6.0
2015-06-05,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Equity,45.8,Series A,6.0
2015-06-08,PosterGully,Artist / Designer Marketplace,,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,0.0,,6.0
2015-06-08,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,366.4,Series B,6.0
2015-06-09,Clovia,Private Label lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Equity,45.8,Series A,6.0
2015-06-09,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,151.14,Series B,6.0
2015-06-09,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Seed Funding,2.14344,,6.0
2015-06-09,Printland,Online Printing Services,,New Delhi,SIDBI Venture Capital Ltd,Private Equity,0.0,Series A,6.0
2015-06-09,Teritree,Digital Marketing Services,,Bangalore,KCL,Seed Funding,1.2824,,6.0
2015-06-10,Guiddoo,Travel Guide Mobile App,,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,0.0,,6.0
2015-06-10,Voonik,Fashion Ecommerce store,,Bangalore,"Sequoia Capital, Seedfund",Private Equity,45.8,Series A,6.0
2015-06-11,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,3.2059999999999995,,6.0
2015-06-11,Faircent.com,Peer to Peer Lending platform,,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,2.29,Pre-Series A,6.0
2015-06-12,La Renon,Global Healthcare products,,Ahmedabad,Sequoia Capital,Private Equity,146.56,Series A,6.0
2015-05-01,Foodpanda,Online Food Delivery,,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,916.0,Series D,5.0
2015-05-01,Termsheet,Fund Raising Platform,,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,0.916,,5.0
2015-05-04,Applicate,Workforce Management Software,,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,5.038,,5.0
2015-05-04,World Art Community,Online Art Marketplace,,Gurgaon,Viraj Tyagi & others,Seed Funding,1.832,,5.0
2015-05-04,SpoonJoy,Online Food Delivery,,Bangalore,SAIF Partners,Seed Funding,9.16,,5.0
2015-05-05,Seed Schools,Affordable Education,,Hyderabad,Acumen Fund,Seed Funding,5.954,,5.0
2015-05-05,Ignis Careers,Career Development,,Hyderabad,Acumen Fund,Seed Funding,2.29,,5.0
2015-05-05,Square Yards,Real Estate Advisory,,Gurgaon,Undisclosed Investors,Private Equity,54.96,pre-Series A,5.0
2015-05-05,Fintellix,Banking Analytics Platform,,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,137.4,Series C,5.0
2015-05-05,Customer360,Customer Engagement Platform,,Mumbai,Vishwas Patel,Seed Funding,0.0,,5.0
2015-05-06,Delhivery,Ecommerce Logistics,,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,778.5999999999999,Series D,5.0
2015-05-06,Swiggy,Online Food Delivery,,Bangalore,Norwest Venture Partners,Private Equity,137.4,Series B,5.0
2015-05-07,Uniphore,Speech Recognition Solutions,,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,0.0,Series A,5.0
2015-05-07,Box8,Online Food Delivery,,Mumbai,Mayfield Ventures,Private Equity,32.06,Series A,5.0
2015-05-07,Toppr,Online Education Platform,,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,91.6,Series B,5.0
2015-05-07,Vedantu,Online Education Platform,,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,45.8,Series A,5.0
2015-05-08,BuyHatke,Online Product Comparison,,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,9.16,,5.0
2015-05-08,KleverKid,Online Education Platform,,New Delhi,Aarin Capital Partners,Seed Funding,0.0,,5.0
2015-05-08,Uniken,Online Security Platform,,Pune,Exfinity Ventures,Private Equity,18.32,Bridge Round Pre-Series B,5.0
2015-05-08,GrandOpinion,Online Medical Diagnostic,,New Delhi,Florida based Angel investor,Seed Funding,1.374,,5.0
2015-05-08,HealthifyMe,Health & Fitness App,,Bangalore,Micromax Informatics,Private Equity,0.0,Strategic Investment,5.0
2015-05-12,ZapStitch,Cloud Data Integration Platform,,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,18.32,Pre-Series A,5.0
2015-05-12,Wassup,Mobile Laundry Cleaning Service,,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,18.32,Pre-Series A,5.0
2015-05-12,WorkHorse,Service-On-Demand Mobile App,,Mumbai,Undisclosed Investors,Seed Funding,0.0,,5.0
2015-04-03,Swiggy,Online Food Delivery,,Bangalore,"Accel Partners, SAIF Partners",Private Equity,18.32,Series A,4.0
2015-04-04,Bluegape,Web Content Publishing,,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,1.832,,4.0
2015-04-04,KeepTrax,Location Based App,,Dallas / Hyderabad,undisclosed,Seed Funding,9.16,,4.0
2015-04-06,InstaLively,Video Streaming,,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,1.0992,,4.0
2015-04-07,Pricejugaad,Price Comparison,,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,1.5113999999999999,,4.0
2015-04-07,Quikr,Online Classifieds,,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,1374.0,Series G (Check prev funding details here),4.0
2015-04-07,PressPlay,Travel Entertainment,,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,20.152,,4.0
2015-04-07,LogiNext,Logistics Tech,,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,0.0,,4.0
2015-04-08,FirstCry.com,eCommerce,,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,91.6,"Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)",4.0
2015-04-08,MobiKwik,Digital / Mobile Wallet,,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,229.0,Series B,4.0
2015-04-08,Olacabs,Cab Aggregator,,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,3664.0,Series E (Updated from 315M to 400M after Press Release),4.0
2015-04-09,Gadgetwood,Device Repair Svcs,,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,1.832,,4.0
2015-04-09,Bonhomia,Premium Beverages,,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,18.32,,4.0
2015-04-09,Changer Mints,Digital / Mobile Wallet,,Kolkata,Hyderabad based investor,Seed Funding,1.5113999999999999,,4.0
2015-04-09,Urban Ladder,Online Furnishing\\neCommerce,,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,458.0,Series C,4.0
2015-04-09,Purple Squirrel,Ed-Tech,,Mumbai,"Matrix Partners India, India Quotient",Private Equity,0.0,Series B,4.0
2015-04-10,Whatfix,Interactive\\xc2\\xa0 How-To Guides,,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,8.244,,4.0
2015-04-10,iMMi Life,Mobile Health Tech,,Chennai,Unitus Seed Fund,Seed Funding,0.0,,4.0
2015-04-11,Zomato,Restaurant Reviews,,Gurgaon,Info Edge (India),Private Equity,229.0,Late Stage,4.0
